"mouse_gene","human_gene"
"Shc1","SHC1"
"Sptlc3","SPTLC3"
"Dlec1","DLEC1"
"Gal3st2","GAL3ST2"
"Arid5b","ARID5B"
"Myo3b","MYO3B"
"Rd3","RD3"
"Plxdc1","PLXDC1"
"Adam15","ADAM15"
"Kcnd2","KCND2"
"Slc28a1","SLC28A1"
"Slc28a2","SLC28A2"
"Slc28a2b","SLC28A2"
"Pstpip1","PSTPIP1"
"Rcn2","RCN2"
"R3hdml","R3HDML"
"Ccar2","CCAR2"
"Erap1","ERAP1"
"Zfyve16","ZFYVE16"
"Cnfn","CNFN"
"Wdr19","WDR19"
"Atp11a","ATP11A"
"Plau","PLAU"
"Rasl10b","RASL10B"
"Rasl10a","RASL10A"
"Npy1r","NPY1R"
"Cfap70","CFAP70"
"Adarb2","ADARB2"
"Alkbh8","ALKBH8"
"Uckl1","UCKL1"
"Zfp512b","ZNF512B"
"Rhbdd2","RHBDD2"
"Zmiz2","ZMIZ2"
"Lrrn2","LRRN2"
"Ttc23","TTC23"
"Synm","SYNM"
"Pgpep1l","PGPEP1L"
"Adamtsl5","ADAMTSL5"
"Grpel2","GRPEL2"
"Hemgn","HEMGN"
"Map3k14","MAP3K14"
"P4ha3","P4HA3"
"Itgb2","ITGB2"
"Myt1l","MYT1L"
"Tspan9","TSPAN9"
"Mrpl36","MRPL36"
"Alkbh4","ALKBH4"
"Orai2","ORAI2"
"Lrwd1","LRWD1"
"Kif1a","KIF1A"
"Aire","AIRE"
"Myo7b","MYO7B"
"H1f1","H1-1"
"Ano5","ANO5"
"Syndig1l","SYNDIG1L"
"Rhobtb2","RHOBTB2"
"Ppp1r18","PPP1R18"
"Nrm","NRM"
"Tmem79","TMEM79"
"Panx3","PANX3"
"Rab15","RAB15"
"Fam83e","FAM83E"
"Emp3","EMP3"
"Tmem232","TMEM232"
"Ntan1","NTAN1"
"Ptafr","PTAFR"
"Maml3","MAML3"
"Rft1","RFT1"
"Gins2","GINS2"
"Abca2","ABCA2"
"Adcy2","ADCY2"
"Fam228b","FAM228B"
"Fam228a","FAM228A"
"Kcp","KCP"
"Tnni3k","FPGT-TNNI3K"
"Tnni3k","TNNI3K"
"Csrnp2","CSRNP2"
"Anapc13","ANAPC13"
"Ephb6","EPHB6"
"Zfp385c","ZNF385C"
"N4bp2l2","N4BP2L2"
"Ttc19","TTC19"
"Smarcd3","SMARCD3"
"Wdr27","WDR27"
"Rps6ka4","RPS6KA4"
"Paox","PAOX"
"Lyplal1","LYPLAL1"
"Kalrn","KALRN"
"Atp7b","ATP7B"
"Gpr37","GPR37"
"Ccdc85a","CCDC85A"
"Col16a1","COL16A1"
"Itga1","ITGA1"
"Npr1","NPR1"
"Ints3","INTS3"
"Nup107","NUP107"
"Rapgef3","RAPGEF3"
"Gpr83","GPR83"
"Sptbn4","SPTBN4"
"Sik2","SIK2"
"Layn","LAYN"
"Hoatz","HOATZ"
"Itgb1bp1","ITGB1BP1"
"Fgf9","FGF9"
"Sez6l2","SEZ6L2"
"Cyth2","CYTH2"
"Nek11","NEK11"
"Gp1bb","GP1BB"
"Zc3h12b","ZC3H12B"
"Las1l","LAS1L"
"Tmem208","TMEM208"
"Clec3b","CLEC3B"
"Zdhhc5","ZDHHC5"
"Hap1","HAP1"
"Sptbn5","SPTBN5"
"Fstl3","FSTL3"
"Vwa5b1","VWA5B1"
"Slc4a8","SLC4A8"
"Vipr1","VIPR1"
"Dbn1","DBN1"
"Cgrrf1","CGRRF1"
"Cables1","CABLES1"
"Syt1","SYT1"
"Bbs10","BBS10"
"Neto2","NETO2"
"Vwde","VWDE"
"Mindy4","MINDY4"
"Dchs2","DCHS2"
"Tmem82","TMEM82"
"Tmem240","TMEM240"
"Slc26a3","SLC26A3"
"Slc26a4","SLC26A4"
"Gdpd2","GDPD2"
"Wnt6","WNT6"
"Gtf2ird1","GTF2IRD1"
"Disp3","DISP3"
"Lamb2","LAMB2"
"Usp19","USP19"
"Map3k2","MAP3K2"
"Tmem236","TMEM236"
"Spata13","SPATA13"
"Ltc4s","LTC4S"
"Caskin1","CASKIN1"
"Heca","HECA"
"Ptrhd1","PTRHD1"
"Tstd1","TSTD1"
"Gfm2","GFM2"
"Fxyd6","FXYD6"
"Fxyd6","FXYD6P3"
"Paqr9","PAQR9"
"Otud7a","OTUD7A"
"Adra1d","ADRA1D"
"Slc29a3","SLC29A3"
"Mccc1","MCCC1"
"Lamp3","LAMP3"
"Tasp1","TASP1"
"Ddx59","DDX59"
"Kif14","KIF14"
"Pappa2","PAPPA2"
"Tmem123","TMEM123"
"Cep126","CEP126"
"Pdzd2","PDZD2"
"Parp8","PARP8"
"Prag1","PRAG1"
"Lmod2","LMOD2"
"Toe1","TOE1"
"Sphk2","SPHK2"
"Lmtk3","LMTK3"
"Sh3rf2","SH3RF2"
"Kcnj9","KCNJ9"
"Ecm2","ECM2"
"Atrip","ATRIP"
"Bap1","BAP1"
"Tle7","TLE7"
"Tle6","TLE6"
"Gpsm1","GPSM1"
"Adamts12","ADAMTS12"
"Zfp648","ZNF648"
"Ddb2","DDB2"
"Kcnn3","KCNN3"
"Exoc3l4","EXOC3L4"
"Adamts10","ADAMTS10"
"Fbxo4","FBXO4"
"Rtl1","RTL1"
"Phf11c","PHF11"
"Phf11a","PHF11"
"Phf11d","PHF11"
"Phf11b","PHF11"
"Mtss1","MTSS1"
"Ptpre","PTPRE"
"Pde3a","PDE3A"
"Tmem81","TMEM81"
"Was","WAS"
"Rnf157","RNF157"
"Col19a1","COL19A1"
"Tnfaip8l1","TNFAIP8L1"
"Tnfaip8","TNFAIP8"
"Htra4","HTRA4"
"Zfp358","ZNF358"
"Dnal4","DNAL4"
"Ankrd45","ANKRD45"
"Usp11","USP11"
"Lrrc52","LRRC52"
"Gabra2","GABRA2"
"Skil","SKIL"
"Samd7","SAMD7"
"Ccser1","CCSER1"
"Trp53i13","TP53I13"
"Msh3","MSH3"
"Nphp3","NPHP3"
"Trpm5","TRPM5"
"Sgo2a","SGO2"
"Sgo2b","SGO2"
"Rev1","REV1"
"Faap100","FAAP100"
"Dapk3","DAPK3"
"Mccc2","MCCC2"
"Iqsec1","IQSEC1"
"Cdyl","CDYL"
"Mrpl1","MRPL1"
"Mdfic2","MDFIC2"
"Eif3f","EIF3F"
"Pla2g4f","PLA2G4F"
"Pla2g4e","PLA2G4E"
"Pla2g4b","JMJD7-PLA2G4B"
"Pla2g4b","PLA2G4B"
"Pla2g4d","PLA2G4D"
"Chst15","CHST15"
"Gpr26","GPR26"
"Tfap2d","TFAP2D"
"Slc5a6","SLC5A6"
"Sap130","SAP130"
"Zfp414","ZNF414"
"Tmem242","TMEM242"
"Xpr1","XPR1"
"Ddr2","DDR2"
"Sdccag8","SDCCAG8"
"Lrrc74b","LRRC74B"
"Chst7","CHST7"
"Lzts1","LZTS1"
"Cmtm8","CMTM8"
"Cdcp2","CDCP2"
"Tceanc2","TCEANC2"
"Alkbh2","ALKBH2"
"Cfap251","CFAP251"
"Agtr1a","AGTR1"
"Oat","OAT"
"Sp100","SP100"
"Sp140","SP140"
"Sp140","SP140L"
"Slc25a17","SLC25A17"
"Fbrsl1","FBRSL1"
"Rhobtb3","RHOBTB3"
"Chd6","CHD6"
"Clcf1","CLCF1"
"Arhgap31","ARHGAP31"
"Tex55","TEX55"
"Wdfy4","WDFY4"
"Lrrc18","LRRC18"
"Emilin3","EMILIN3"
"Otoa","OTOA"
"Rbm11","RBM11"
"Fndc4","FNDC4"
"Iqcc","IQCC"
"Tmem234","TMEM234"
"Nkain2","NKAIN2"
"Trdn","TRDN"
"Borcs6","BORCS6"
"Efhd2","EFHD2"
"Cdan1","CDAN1"
"Usp30","USP30"
"Arhgef4","ARHGEF4"
"Stac","STAC"
"Tox4","TOX4"
"Dcaf8","DCAF8"
"Map3k7cl","MAP3K7CL"
"Dennd1c","DENND1C"
"Prss56","PRSS56"
"Kcnn2","KCNN2"
"Smarcad1","SMARCAD1"
"Ano8","ANO8"
"Pnrc1","PNRC1"
"Gabrr1","GABRR1"
"Alpk3","ALPK3"
"Kti12","KTI12"
"Nmb","NMB"
"Espn","ESPN"
"Atf7ip2","ATF7IP2"
"Bnipl","BNIPL"
"Elp6","ELP6"
"Nudt14","NUDT14"
"Sema4a","SEMA4A"
"Ptpn22","PTPN22"
"Zp3r","C4BPA"
"Cr1l","CR1"
"Cr1l","CR1L"
"C4bp","C4BPA"
"Cpa6","CPA6"
"Zfp970","ZNF880"
"Gm10778","ZNF880"
"Zfp1004","ZNF320"
"Zfp1004","ZNF415"
"Zfp1004","ZNF528"
"Zfp1004","ZNF534"
"Zfp1004","ZNF616"
"Zfp934","ZNF320"
"Zfp934","ZNF415"
"Zfp934","ZNF528"
"Zfp934","ZNF534"
"Zfp934","ZNF616"
"Zfp937","ZNF880"
"Zfp260","ZNF260"
"Zfp747l1","ZNF764"
"Pja1","PJA1"
"Pja2","PJA2"
"Kcng1","KCNG1"
"Lct","LCT"
"Zzef1","ZZEF1"
"Taar1","TAAR1"
"Taar4","TAAR4P"
"Taar2","TAAR2"
"Taar5","TAAR5"
"Ubr4","UBR4"
"Rnf151","RNF151"
"Entrep3","ENTREP3"
"Pnck","PNCK"
"Zfp296","ZNF296"
"Ubap1l","UBAP1L"
"Slc25a25","SLC25A25"
"Cpsf3","CPSF3"
"Fmn1","FMN1"
"Taf1b","TAF1B"
"Thbs3","THBS3"
"Zbbx","ZBBX"
"Uba6","UBA6"
"Tmem70","TMEM70"
"Plac8l1","PLAC8L1"
"Bcr","BCR"
"Prss35","PRSS35"
"Ano7","ANO7"
"Zfp365","ZNF365"
"Tedc1","TEDC1"
"Tarbp1","TARBP1"
"Slc35f3","SLC35F3"
"Rusc1","RUSC1"
"Ppp4r4","PPP4R4"
"Prima1","PRIMA1"
"Rassf5","RASSF5"
"Rpgrip1","RPGRIP1"
"Hint2","HINT2"
"Col5a1","COL5A1"
"Mapkbp1","MAPKBP1"
"Kcnd1","KCND1"
"Fbxo41","FBXO41"
"Tnxb","TNXA"
"Tnxb","TNXB"
"Lmod3","LMOD3"
"Tmod3","TMOD3"
"Zbtb46","ZBTB46"
"Palld","PALLD"
"Anapc4","ANAPC4"
"Slain2","SLAIN2"
"Slc10a4","SLC10A4"
"Syn1","SYN1"
"Inha","INHA"
"Sun2","SUN2"
"Smim18","SMIM18"
"Upk3b","UPK3B"
"Trpc2","TRPC2"
"Doc2a","DOC2A"
"Gabra5","GABRA5"
"Gpr141","GPR141"
"Cks2","CKS2"
"Shc2","SHC2"
"Ankrd24","ANKRD24"
"Arhgap4","ARHGAP4"
"Phkb","PHKB"
"Tmem150a","TMEM150A"
"Vcpip1","VCPIP1"
"Cspp1","CSPP1"
"Frs2","FRS2"
"Klhl17","KLHL17"
"Plekhn1","PLEKHN1"
"Dpt","DPT"
"Trpv2","TRPV2"
"Trpv1","TRPV1"
"Tmeff2","TMEFF2"
"Tcirg1","TCIRG1"
"Pias1","PIAS1"
"Oplah","OPLAH"
"Ppp1r16a","PPP1R16A"
"Tmprss12","TMPRSS12"
"Arhgef16","ARHGEF16"
"Ntsr1","NTSR1"
"Rps6ka5","RPS6KA5"
"Smarcc1","SMARCC1"
"Fkbp1b","FKBP1B"
"Wdcp","WDCP"
"Mfsd2b","MFSD2B"
"Kcnk4","KCNK4"
"Vav2","VAV2"
"Sympk","SYMPK"
"Mdn1","MDN1"
"Cep135","CEP135"
"Aasdh","AASDH"
"Sgsm2","SGSM2"
"4833420G17Rik","C5orf34"
"Gpr45","GPR45"
"Ndufb3","NDUFB3"
"Dip2a","DIP2A"
"Swt1","SWT1"
"Ccdc141","CCDC141"
"Klhl23","KLHL23"
"Htr3a","HTR3A"
"Htr3b","HTR3B"
"Atxn10","ATXN10"
"Eps15l1","EPS15L1"
"Pde8b","PDE8B"
"Gak","GAK"
"Rabl2","RABL2A"
"Rabl2","RABL2B"
"Bend5","BEND5"
"Hpse2","HPSE2"
"Tmprss15","TMPRSS15"
"Lingo4","LINGO4"
"Syngap1","SYNGAP1"
"Sostdc1","SOSTDC1"
"Sync","SYNC"
"Haspin","HASPIN"
"Fam184b","FAM184B"
"Otogl","OTOGL"
"Mdp1","MDP1"
"Ttc41","TTC41P"
"Dennd2c","DENND2C"
"Mctp1","MCTP1"
"Tmem64","TMEM64"
"Ankrd2","ANKRD2"
"Lig1","LIG1"
"Lhx4","LHX4"
"Pam","PAM"
"Rcc1l","RCC1L"
"Kera","KERA"
"Unc5d","UNC5D"
"Snx27","SNX27"
"Trim46","TRIM46"
"Adam19","ADAM19"
"Col23a1","COL23A1"
"Sost","SOST"
"Samhd1","SAMHD1"
"Cfap90","CFAP90"
"Pax1","PAX1"
"Ttc32","TTC32"
"Aknad1","AKNAD1"
"Plin1","PLIN1"
"Btbd7","BTBD7"
"Stum","STUM"
"Wnk4","WNK4"
"Nfatc4","NFATC4"
"Myadm","MYADM"
"Gatad2b","GATAD2B"
"Myo15b","MYO15B"
"Rap2a","RAP2A"
"Ttyh1","TTYH1"
"Urm1","URM1"
"Fbxo40","FBXO40"
"Snx9","SNX9"
"Mrpl54","MRPL54"
"Mpv17l","MPV17L"
"Lrrc34","LRRC34"
"Lrrc31","LRRC31"
"Car12","CA12"
"Kansl1l","KANSL1L"
"Lrch4","LRCH4"
"Fastk","FASTK"
"Asb18","ASB18"
"Reg3d","REG3A"
"Reg3d","REG3G"
"Reg3a","REG3A"
"Trim2","TRIM2"
"Pgap6","PGAP6"
"Masp1","MASP1"
"Gphb5","GPHB5"
"Klhl14","KLHL14"
"Adamts6","ADAMTS6"
"Trpc5","TRPC5"
"Pnpla8","PNPLA8"
"Mta1","MTA1"
"Ablim1","ABLIM1"
"Kcnn4","KCNN4"
"Spaca6","SPACA6"
"Pex11a","PEX11A"
"Sulf2","SULF2"
"Slc35e3","SLC35E3"
"Dnah10","DNAH10"
"Ncaph","NCAPH"
"Prkx","PRKX"
"Prkx","PRKY"
"Ppil2","PPIL2"
"Gabrd","GABRD"
"B3galt4","B3GALT4"
"Stab1","STAB1"
"Wasf1","WASF1"
"Smap2","SMAP2"
"Bltp3b","BLTP3B"
"Spsb4","SPSB4"
"Fam185a","FAM185A"
"Rfx6","RFX6"
"Cdc42bpb","CDC42BPB"
"Mterf4","MTERF4"
"Slc5a10","SLC5A10"
"Ap4s1","AP4S1"
"Ier5","IER5"
"Hectd1","HECTD1"
"Sf3a1","SF3A1"
"Pold2","POLD2"
"Vat1","VAT1"
"Pms1","PMS1"
"Fkbp7","FKBP7"
"Itsn1","ITSN1"
"Daxx","DAXX"
"Ubtfl1","UBTFL1"
"Ubtfl1","UBTFL6"
"Ubtf","UBTF"
"Tnni1","TNNI1"
"Lad1","LAD1"
"Fkbp11","FKBP11"
"Coch","COCH"
"Cntn2","CNTN2"
"Tfpi","TFPI"
"Osgepl1","OSGEPL1"
"Tubgcp3","TUBGCP3"
"Kpna3","KPNA3"
"Ebpl","EBPL"
"Mag","MAG"
"Fam53b","FAM53B"
"Gemin2","GEMIN2"
"Pkd2l1","PKD2L1"
"Sharpin","SHARPIN"
"Rbck1","RBCK1"
"Rmi2","RMI2"
"Mslnl","MSLNL"
"Tmcc2","TMCC2"
"Nuak2","NUAK2"
"Usp49","USP49"
"Zbtb43","ZBTB43"
"Lpxn","LPXN"
"Zfp692","ZNF692"
"Gatc","GATC"
"Tmem216","TMEM216"
"Ropn1l","ROPN1L"
"Apol10b","APOL1"
"Apol10b","APOL2"
"Apol7e","APOL1"
"Apol7e","APOL2"
"Apol7e","APOL4"
"Apol7b","APOL1"
"Apol7b","APOL2"
"Apol7b","APOL3"
"Apol7b","APOL4"
"Apol7c","APOL1"
"Apol7c","APOL2"
"Apol7c","APOL4"
"Apol8","APOL1"
"Apol8","APOL2"
"Apol8","APOL3"
"Apol8","APOL4"
"Apol9a","APOL1"
"Apol9a","APOL2"
"Apol6","APOL6"
"Apol9b","APOL1"
"Pcp4l1","PCP4L1"
"Gdap1","GDAP1"
"Ehmt1","EHMT1"
"Alg8","ALG8"
"Ccdc90b","CCDC90B"
"Polq","POLQ"
"Cfap300","CFAP300"
"Hrh3","HRH3"
"Lpar4","LPAR4"
"Tex36","TEX36"
"Ntaq1","NTAQ1"
"Rnf19b","RNF19B"
"Nmu","NMU"
"Dysf","DYSF"
"Ppp1r9a","PPP1R9A"
"Pdk4","PDK4"
"Slc23a3","SLC23A3"
"Tmem198","TMEM198"
"Ankmy1","ANKMY1"
"Map3k1","MAP3K1"
"Alkbh7","ALKBH7"
"Gpcpd1","GPCPD1"
"Gtpbp8","GTPBP8"
"Kif28","KIF28P"
"Glis2","GLIS2"
"Atp6v1c2","ATP6V1C2"
"Six1","SIX1"
"Six2","SIX2"
"Six5","SIX5"
"Slc1a4","SLC1A4"
"1700123O20Rik","C14orf119"
"Dhrs1","DHRS1"
"Brms1","BRMS1"
"Fkbp5","FKBP5"
"Fndc10","FNDC10"
"Ikzf2","IKZF2"
"Dtwd2","DTWD2"
"Ikbip","IKBIP"
"Tcf20","TCF20"
"Proz","PROZ"
"Acy1","ACY1"
"Srpk2","SRPK2"
"Srrm3","SRRM3"
"Tars3","TARS3"
"Cd109","CD109"
"Znhit6","ZNHIT6"
"Mylk2","MYLK2"
"Kif6","KIF6"
"Skor2","SKOR2"
"Skp1","SKP1"
"Sla","SLA"
"Sepsecs","SEPSECS"
"Slc16a9","SLC16A9"
"Slc22a18","SLC67A1"
"Slc25a3","SLC25A3"
"Slc25a47","SLC25A47"
"Slc26a6","SLC26A6"
"Slc29a1","SLC29A1"
"Slc2a13","SLC2A13"
"Slc30a1","SLC30A1"
"Slc35c2","SLC35H1"
"Slc35d1","SLC35D1"
"Slc38a8","SLC38A8"
"Slc45a4","SLC45A4"
"Slc52a3","SLC52A3"
"Slc7a3","SLC7A3"
"Foxn4","FOXN4"
"Mif4gd","MIF4GD"
"Prelid3a","PRELID3A"
"Sytl2","SYTL2"
"Tagln","TAGLN"
"Actg2","ACTG2"
"Acta2","ACTA2"
"Hltf","HLTF"
"Mybpc1","MYBPC1"
"Smcr8","SMCR8"
"Ppp4r3c1","PPP4R3C"
"Ppp4r3b","PPP4R3B"
"Ppp4r3c2","PPP4R3C"
"Mt4","MT4"
"Smu1","SMU1"
"Smyd4","SMYD4"
"Snapc1","SNAPC1"
"Hps5","HPS5"
"Snrk","SNRK"
"Snrnp70","SNRNP70"
"Snrpf","SNRPF"
"Arhgap33","ARHGAP33"
"Socs4","SOCS4"
"Socs5","SOCS5"
"Socs6","SOCS6"
"Wsb1","WSB1"
"Chrnd","CHRND"
"Fam43b","FAM43B"
"Sort1","SORT1"
"Hebp2","HEBP2"
"Sox21","SOX21"
"Sox4","SOX4"
"Sox8","SOX8"
"Dcc","DCC"
"Spag9","SPAG9"
"Sparcl1","SPARCL1"
"Washc5","WASHC5"
"Zfyve26","ZFYVE26"
"Afg2a","AFG2A"
"Afg2b","AFG2B"
"Spg11","SPG11"
"Rb1","RB1"
"Cdc42se1","CDC42SE1"
"Smndc1","SMNDC1"
"Spart","SPART"
"Spast","SPAST"
"Sgpp2","SGPP2"
"Spry1","SPRY1"
"Sptlc2","SPTLC2"
"Gpr85","GPR85"
"Gpr173","GPR173"
"Srebf1","SREBF1"
"Syce2","SYCE2"
"Srgap2","SRGAP2"
"Srpk1","SRPK1"
"Ssx2ip","SSX2IP"
"Ssh2","SSH2"
"Znrd2","ZNRD2"
"St6gal2","ST6GAL2"
"St6galnac2","ST6GALNAC2"
"Stambp","STAMBP"
"Tmem41b","TMEM41B"
"Vangl1","VANGL1"
"Vangl2","VANGL2"
"Stc1","STC1"
"Abcg5","ABCG5"
"Abcg8","ABCG8"
"Stim2","STIM2"
"Plk4","PLK4"
"Stk19","WHR1"
"Stk24","STK24"
"Stk25","STK25"
"Stoml3","STOML3"
"Stx3","STX3"
"Suclg1","SUCLG1"
"Med22","MED22"
"Birc5","BIRC5"
"Kmt5b","KMT5B"
"Kmt5c","KMT5C"
"Sv2b","SV2B"
"Opn1sw","OPN1SW"
"Gm28510","SYCP3"
"Gm21095","SYCP3"
"Gm21488","SYCP3"
"Gm21209","SYCP3"
"Gm29866","SYCP3"
"Gm28827","SYCP3"
"Gm21497","SYCP3"
"Xlr5b","FAM9A"
"Xlr5b","FAM9C"
"Gm21865","SYCP3"
"Gm20820","SYCP3"
"Gm20843","SYCP3"
"Xlr5a","FAM9A"
"Xlr5a","FAM9C"
"Gm20890","SYCP3"
"Gm21760","SYCP3"
"Sly","SYCP3"
"Gm29110","SYCP3"
"Gm20937","SYCP3"
"Gm20838","SYCP3"
"Xlr4a","FAM9A"
"Xlr4a","FAM9C"
"Gm35134","SYCP3"
"Gm28102","SYCP3"
"Gm21739","SYCP3"
"Gm21518","SYCP3"
"Gm28897","SYCP3"
"Gm29554","SYCP3"
"Gm21117","SYCP3"
"Gm29582","SYCP3"
"Xlr3b","FAM9A"
"Xlr3b","FAM9C"
"Gm31571","SYCP3"
"Gm28998","SYCP3"
"Gm28919","SYCP3"
"Gm21858","SYCP3"
"Gm28961","SYCP3"
"Gm28553","SYCP3"
"Gm20824","SYCP3"
"Gm20817","SYCP3"
"Gm28891","SYCP3"
"Gm20792","SYCP3"
"Gm773","SYCP3"
"Gm21258","SYCP3"
"Gm21256","SYCP3"
"Gm30737","SYCP3"
"Gm21094","SYCP3"
"Gm21996","SYCP3"
"Gm21173","SYCP3"
"Gm21294","SYCP3"
"Gm28576","SYCP3"
"Gm21861","SYCP3"
"Gm29564","SYCP3"
"Gm29276","SYCP3"
"Gm1140","FAM9A"
"Gm1140","FAM9C"
"Gm20911","SYCP3"
"Gm20736","SYCP3"
"Gm28870","SYCP3"
"Gm14692","FAM9A"
"Gm14692","FAM9C"
"Gm20888","SYCP3"
"Xlr3c","FAM9A"
"Xlr3c","FAM9C"
"Xlr","SYCP3"
"1700013H16Rik","SYCP3"
"Xlr3a","FAM9A"
"Xlr3a","FAM9C"
"Xlr4c","FAM9A"
"Xlr4c","FAM9C"
"Xlr4b","FAM9A"
"Xlr4b","FAM9C"
"Xlr5c","FAM9A"
"Xlr5c","FAM9C"
"3830403N18Rik","SYCP3"
"Sycp3","SYCP3"
"Syn2","SYN2"
"Syngr1","SYNGR1"
"Syngr3","SYNGR3"
"Syp","SYP"
"Syt5","SYT5"
"Tas1r2","TAS1R2"
"Tas2r131","TAS2R42"
"Tas2r103","TAS2R14"
"Tas2r124","TAS2R13"
"Tas2r125","TAS2R14"
"Tas2r102","TAS2R13"
"Tas2r113","TAS2R14"
"Tas2r115","TAS2R14"
"Tas2r121","TAS2R13"
"Tas2r114","TAS2R10"
"Tas2r130","TAS2R7"
"Tas2r123","TAS2R14"
"Tas2r138","TAS2R38"
"Tas2r137","TAS2R3"
"Tas2r117","TAS2R14"
"Tas2r144","TAS2R40"
"Tas2r109","TAS2R14"
"Tas2r135","TAS2R60"
"Tas2r140","TAS2R14"
"Tas2r106","TAS2R10"
"Tas2r129","TAS2R14"
"Tas2r110","TAS2R14"
"Tas2r126","TAS2R41"
"Tas2r107","TAS2R10"
"Tas2r104","TAS2R10"
"Tas2r105","TAS2R10"
"Tas2r116","TAS2R14"
"Tas2r119","TAS2R1"
"Tas2r108","TAS2R4"
"Taf8","TAF8"
"Btaf1","BTAF1"
"Taok1","TAOK1"
"Tardbp","TARDBP"
"Tars1","TARS1"
"Tafazzin","TAFAZZIN"
"Wwtr1","WWTR1"
"Tbx21","TBX21"
"Tbpl2","TBPL2"
"Tbx3","TBX3"
"Cd2","CD2"
"Tcerg1","TCERG1"
"Elk4","ELK4"
"Tcf7l2","TCF7L2"
"Tcf4","TCF4"
"Uqcr10","UQCR10"
"Cct5","CCT5"
"Zap70","ZAP70"
"Dynlt3","DYNLT3"
"Dynlt5","DYNLT5"
"Serinc1","SERINC1"
"Tdp2","TDP2"
"Tdrkh","TDRKH"
"Stk31","STK31"
"Dntt","DNTT"
"Tead1","TEAD1"
"Tecrl","TECRL"
"Tef","TEF"
"Tcf12","TCF12"
"F3","F3"
"Tgm6","TGM6"
"Tgm5","TGM5"
"Tgfb2","TGFB2"
"Tgfb3","TGFB3"
"Th","TH"
"Nelfcd","NELFCD"
"Thbs2","THBS2"
"Thbs4","THBS4"
"Alyreffm7","ALYREF"
"Alyreffm3","ALYREF"
"Alyreffm8","ALYREF"
"Alyref","ALYREF"
"Alyref2","ALYREF"
"Alyreffm1","ALYREF"
"Alyreffm6","ALYREF"
"Alyreffm9","ALYREF"
"Alyreffm4","ALYREF"
"Nln","NLN"
"Zbtb7b","ZBTB7B"
"Med30","MED30"
"Tiam1","TIAM1"
"Tek","TEK"
"Trim24","TRIM24"
"Tinf2","TINF2"
"Pth2","PTH2"
"Tlr1","TLR1"
"Tlr6","TLR6"
"Tlr2","TLR2"
"Tlr4","TLR4"
"Tlr5","TLR5"
"Tlr8","TLR8"
"Tjp2","TJP2"
"Tbpl1","TBPL1"
"Tlr7","TLR7"
"Tlx3","TLX3"
"Tspan12","TSPAN12"
"Tspan6","TSPAN6"
"Tspan7","TSPAN7"
"Tmbim1","TMBIM1"
"Tmcc1","TMCC1"
"Tmco3","SLC9D1"
"Tmem100","TMEM100"
"Tmem104","SLC38A12"
"Stimate","STIMATE"
"Tmem120a","TMEM120A"
"Tmem138","TMEM138"
"Tmem174","TMEM174"
"Tmem14c","TMEM14B"
"Tmem14c","TMEM14C"
"Tmem14c","TMEM14DP"
"Tmem14c","TMEM14EP"
"Tmem167","TMEM167A"
"Tmem178","TMEM178A"
"Tmem179","TMEM179"
"Cnep1r1","CNEP1R1"
"Agmo","AGMO"
"Tmem199","VMA12"
"Tmem200c","TMEM200C"
"Pacc1","PACC1"
"Tmem222","TMEM222"
"C2cd2l","C2CD2L"
"Pgap4","PGAP4"
"Mmgt1","MMGT1"
"Cnpy2","CNPY2"
"Tmem41a","TMEM41A"
"Ndc1","NDC1"
"Vmp1","VMP1"
"Rxylt1","RXYLT1"
"Maco1","MACO1"
"Saraf","SARAF"
"Emc4","EMC4"
"Emc6","EMC6"
"Tnfaip8l2","TNFAIP8L2"
"Tnfrsf1a","TNFRSF1A"
"Eda2r","EDA2R"
"Psmg2","PSMG2"
"Tob1","TOB1"
"Tom1l2","TOM1L2"
"Tomm70a","TOMM70"
"Arid4b","ARID4B"
"Trp53inp2","TP53INP2"
"Tph1","TPH1"
"Tph2","TPH2"
"Tpm4","TPM4"
"Thpo","THPO"
"Tppp2","TPPP2"
"Pdss1","PDSS1"
"Traf4","TRAF4"
"Med20","MED20"
"Cers4","CERS4"
"Ticam1","TICAM1"
"Mid2","MID2"
"Trim43c","TRIM43"
"Trim43c","TRIM43B"
"Trim43c","TRIM49"
"Trim43c","TRIM49B"
"Trim43c","TRIM49C"
"Trim43c","TRIM49D1"
"Trim43c","TRIM49D2"
"Trim43c","TRIM51"
"Trim43c","TRIM51G"
"Trim43c","TRIM64"
"Trim43c","TRIM64B"
"Trim43c","TRIM64C"
"Trim43c","TRIM77"
"Trim43b","TRIM43"
"Trim43b","TRIM43B"
"Trim43b","TRIM49"
"Trim43b","TRIM49B"
"Trim43b","TRIM49C"
"Trim43b","TRIM49D1"
"Trim43b","TRIM49D2"
"Trim43b","TRIM51"
"Trim43b","TRIM51G"
"Trim43b","TRIM64"
"Trim43b","TRIM64B"
"Trim43b","TRIM64C"
"Trim43b","TRIM77"
"Triml2","TRIML2"
"Trim43a","TRIM43"
"Trim43a","TRIM43B"
"Trim43a","TRIM49"
"Trim43a","TRIM49B"
"Trim43a","TRIM49C"
"Trim43a","TRIM49D1"
"Trim43a","TRIM49D2"
"Trim43a","TRIM51"
"Trim43a","TRIM51G"
"Trim43a","TRIM64"
"Trim43a","TRIM64B"
"Trim43a","TRIM64C"
"Trim43a","TRIM77"
