"mouse_gene","human_gene"
"Kif1c","KIF1C"
"Nek3","NEK3"
"Tmem229a","TMEM229A"
"Abca9","ABCA9"
"Adam1a","ADAM1A"
"Adamts14","ADAMTS14"
"Adamts4","ADAMTS4"
"Adamts7","ADAMTS7"
"Adora1","ADORA1"
"Aen","AEN"
"Aifm3","AIFM3"
"Akr1c14","AKR1C1"
"Akr1c14","AKR1C2"
"Akr1c14","AKR1C3"
"Akr1c14","AKR1C4"
"Als2cl","ALS2CL"
"Ankrd42","ANKRD42"
"Apcdd1","APCDD1"
"Armc5","ARMC5"
"Armcx6","ARMCX6"
"Astn2","ASTN2"
"Atp13a1","ATP13A1"
"Atp9a","ATP9A"
"Atrn","ATRN"
"Axl","AXL"
"Azin2","AZIN2"
"Bcas1","BCAS1"
"Brd3os","BRD3OS"
"Bst2","BST2"
"Btbd19","BTBD19"
"5730409E04Rik","C1orf216"
"Gm7694","C1orf226"
"C2cd2","C2CD2"
"9930012K11Rik","C8orf58"
"Catspere2","CATSPERE"
"Ccdc122","CCDC122"
"Ccdc162","CCDC162P"
"Ccdc184","CCDC184"
"Ccdc194","CCDC194"
"Ccdc74a","CCDC74A"
"Ccdc74a","CCDC74B"
"Ccdc9b","CCDC9B"
"Cd14","CD14"
"Cd80","CD80"
"Cd93","CD93"
"Cdc42bpg","CDC42BPG"
"Cdh22","CDH22"
"Cdkl3","CDKL3"
"Cfap47","CFAP47"
"Cfap54","CFAP54"
"Chga","CHGA"
"Clec2d","CLEC2D"
"Clec2l","CLEC2L"
"Clip3","CLIP3"
"Cnnm3","CNNM3"
"Cul9","CUL9"
"Cx3cl1","CX3CL1"
"Cxcl10","CXCL10"
"Cxcr6","CXCR6"
"Cyb5rl","CYB5RL"
"Ddit4l","DDIT4L"
"Ddx60","DDX60"
"Dennd4b","DENND4B"
"Dmpk","DMPK"
"Dmrtb1","DMRTB1"
"Dnah17","DNAH17"
"Dnhd1","DNHD1"
"Dok5","DOK5"
"Dpp8","DPP8"
"Drp2","DRP2"
"Ebf4","EBF4"
"Ehd3","EHD3"
"Eldr","ELDR"
"Epha5","EPHA5"
"Evi2","EVI2B"
"Fam124a","FAM124A"
"Fam13b","FAM13B"
"Fam181a","FAM181A"
"Fam227a","FAM227A"
"Fam227b","FAM227B"
"Fam81a","FAM81A"
"Fbxl16","FBXL16"
"Fchsd1","FCHSD1"
"Fn1","FN1"
"Fndc1","FNDC1"
"Foxj2","FOXJ2"
"Frrs1l","FRRS1L"
"Galnt10","GALNT10"
"Galnt16","GALNT16"
"Ggta1","GGTA1"
"Gp5","GP5"
"Gpatch8","GPATCH8"
"Gpr162","GPR162"
"Gpr68","GPR68"
"Gpr82","GPR82"
"Gprin1","GPRIN1"
"Grk3","GRK3"
"Gtf3c1","GTF3C1"
"Hcfc1r1","HCFC1R1"
"Hectd4","HECTD4"
"Hivep3","HIVEP3"
"H2-DMa","HLA-DMA"
"Igfbp4","IGFBP4"
"Igip","IGIP"
"Il1r1","IL1R1"
"Inpp5a","INPP5A"
"Irgm2","IRGM"
"Irgm1","IRGM"
"Igtp","IRGM"
"Irgq","IRGQ"
"Itm2a","ITM2A"
"Itpripl1","ITPRIPL1"
"Jund","JUND"
"Kctd11","KCTD11"
"Kctd21","KCTD21"
"9330159F19Rik","KIAA0408"
"Gm973","KIAA2012"
"Klhdc7a","KLHDC7A"
"Klhl29","KLHL29"
"Klrg2","KLRG2"
"Lancl3","LANCL3"
"Lca5l","LCA5L"
"Lif","LIF"
"Lncpint","LINC-PINT"
"Ltbp4","LTBP4"
"Lynx1","LYNX1"
"Lynx1","LYNX1-SLURP2"
"Lypd1","LYPD1"
"Malat1","MALAT1"
"Mamld1","MAMLD1"
"Man1a","MAN1A1"
"Man1c1","MAN1C1"
"Map4","MAP4"
"Mdga1","MDGA1"
"Med13l","MED13L"
"Mgat5b","MGAT5B"
"Miat","MIAT"
"Mlkl","MLKL"
"Mllt6","MLLT6"
"Mospd3","MOSPD3"
"Mrgpre","MRGPRE"
"Mt3","MT3"
"Mtcl1","MTCL1"
"Muc15","MUC15"
"Mx1","MX1"
"Mx1","MX2"
"Mxd4","MXD4"
"Myh15","MYH15"
"Myo19","MYO19"
"Mypop","MYPOP"
"Naa80","NAA80"
"Naaa","NAAA"
"Naaladl2","NAALADL2"
"Nacc2","NACC2"
"Nckap5","NCKAP5"
"Nek6","NEK6"
"Nisch","NISCH"
"Nkain3","NKAIN3"
"Nlrc5","NLRC5"
"Nomo1","NOMO1"
"Nomo1","NOMO2"
"Nomo1","NOMO3"
"Nox4","NOX4"
"Npas3","NPAS3"
"Nrk","NRK"
"Oas1b","OAS1"
"Oas1a","OAS1"
"Oas2","OAS2"
"Oasl1","OASL"
"Oasl2","OASL2P"
"Orm2","ORM1"
"Orm2","ORM2"
"Otud1","OTUD1"
"Pafah2","PAFAH2"
"Pak3","PAK3"
"Parp11","PARP11"
"Pcdhb9","PCDHB4"
"Pcgf2","PCGF2"
"Pcsk1n","PCSK1N"
"Pcyox1l","PCYOX1L"
"Pde1b","PDE1B"
"Pea15a","PEA15"
"Peg13","PEG13"
"Pgs1","PGS1"
"Pias3","PIAS3"
"Pitpnm2","PITPNM2"
"Pkd2l2","PKD2L2"
"Plagl1","PLAGL1"
"Plekhg1","PLEKHG1"
"Plekhg5","PLEKHG5"
"Plin4","PLIN4"
"Pml","PML"
"Ppp1r1a","PPP1R1A"
"Prr7","PRR7"
"Prrc2a","PRRC2A"
"Psapl1","PSAPL1"
"Ptpn14","PTPN14"
"Pvt1","PVT1"
"Pxdn","PXDN"
"R3hdm2","R3HDM2"
"H60b","RAET1E"
"Rai1","RAI1"
"Rassf4","RASSF4"
"Repin1","REPIN1"
"Rimbp3","RIMBP3"
"Rimbp3","RIMBP3B"
"Rimbp3","RIMBP3C"
"Rnf135","RNF135"
"Rtl5","RTL5"
"Rtl8a","RTL8A"
"Rtl8a","RTL8B"
"Rtl8a","RTL8C"
"Samd4b","SAMD4B"
"Samd5","SAMD5"
"Scn3b","SCN3B"
"Scrn1","SCRN1"
"Sec14l5","SEC14L5"
"Sec24b","SEC24B"
"Sec24c","SEC24C"
"Sel1l3","SEL1L3"
"Serpinb5","SERPINB5"
"Sertm1","SERTM1"
"Sez6l","SEZ6L"
"Sgpl1","SGPL1"
"Sh3rf3","SH3RF3"
"Shb","SHB"
"Shc4","SHC4"
"Shisa6","SHISA6"
"Shpk","SHPK"
"Sirpa","SIRPA"
"Slc27a3","SLC27A3"
"Slc35f1","SLC35F1"
"Slc39a12","SLC39A12"
"Slc41a3","SLC41A3"
"Slc9a9","SLC9A9"
"Slfn9","SLFN11"
"Slfn9","SLFN13"
"Slfn8","SLFN11"
"Slfn8","SLFN13"
"Slitrk5","SLITRK5"
"Slitrk6","SLITRK6"
"Snx32","SNX32"
"Spata3","SPATA3"
"Srgap3","SRGAP3"
"Srsf12","SRSF12"
"Ssc5d","SSC5D"
"St6galnac5","ST6GALNAC5"
"Ston1","STON1"
"Ston1","STON1-GTF2A1L"
"Syde1","SYDE1"
"Syt11","SYT11"
"Tbc1d2b","TBC1D2B"
"Tes","TES"
"Trf","TF"
"Tgif2","TGIF2"
"Thsd1","THSD1"
"Tm4sf1","TM4SF1"
"Tmc3","TMC3"
"Tmem198b","TMEM198B"
"Tmem40","TMEM40"
"Tmem8b","TMEM8B"
"Tnks1bp1","TNKS1BP1"
"Tor3a","TOR3A"
"Trp53cor1","TP53COR1"
"Tppp","TPPP"
"Trappc9","TRAPPC9"
"Trerf1","TRERF1"
"Trim26","TRIM26"
"Trim56","TRIM56"
"Ube2l6","UBE2L6"
"Ubqln2","UBQLN2"
"Ulbp1","ULBP1"
"Ulbp1","ULBP2"
"Ulbp1","ULBP3"
"Unc79","UNC79"
"Usp35","USP35"
"Wls","WLS"
"Wwc2","WWC2"
"Xist","XIST"
"Zbp1","ZBP1"
"Zbtb7c","ZBTB7C"
"Zcchc12","ZCCHC12"
"Zcchc12","ZCCHC18"
"Zkscan2","ZKSCAN2"
"Zmym3","ZMYM3"
"Zfp316","ZNF316"
"Zfp467","ZNF467"
"Zfp580","ZNF580"
"Zfp641","ZNF641"
"Zfp777","ZNF777"
"Zfp811","ZNF878"
